mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__C,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0.05864262580871582,0.00750148420787095,0.018802960713704426,0.003978285666532809,,0.01,"{'model__class_weight': None, 'model__C': 0.01}",0.564369758963129,0.578787753754745,0.5663192152170325,0.5698255759783022,0.006386995527053128,8,0.7993333333333333,0.804,0.7963333333333333,0.7998888888888889,0.0031544599036841055,4,0.5621537960247638,0.5847066578773896,0.566233412805935,0.5710312889026962,0.009812325776485085,8
0.06270289421081543,0.01555713577591881,0.0186154842376709,0.0005837488906514986,balanced,0.01,"{'model__class_weight': 'balanced', 'model__C': 0.01}",0.6541298063611738,0.6778114169004786,0.6646466000990263,0.6655292744535596,0.009688102839598046,1,0.6673333333333333,0.6963333333333334,0.6993333333333334,0.6876666666666665,0.014429907214608921,5,0.6081379563805454,0.6346115511682202,0.6300850995653431,0.6242782023713696,0.011561512199579392,1
0.05213212966918945,0.001548540436139834,0.018320878346761067,0.0006159394166955727,,0.1,"{'model__class_weight': None, 'model__C': 0.1}",0.5645837084710452,0.5780347417065522,0.5687922924575013,0.570470247545033,0.005618079371250667,5,0.7996666666666666,0.8036666666666666,0.7976666666666666,0.8003333333333332,0.0024944382578492965,1,0.5624125219430826,0.5835728319804753,0.5699621514739246,0.5719825017991608,0.008755990018159274,5
0.08050497372945149,0.005465954658495871,0.021158297856648762,0.0016118717927093996,balanced,0.1,"{'model__class_weight': 'balanced', 'model__C': 0.1}",0.6531617090402864,0.6762022404687242,0.6644325590031359,0.6645988361707155,0.009406992370875049,4,0.6666666666666666,0.6946666666666667,0.699,0.6867777777777778,0.014330318373691427,6,0.6073526617039533,0.6329687061746203,0.6298063172342583,0.6233758950376106,0.01140345505541052,2
0.06163652737935384,0.006574028707247918,0.01905711491902669,0.0011501956115172844,,1.0,"{'model__class_weight': None, 'model__C': 1.0}",0.5645837084710452,0.5780347417065522,0.5687922924575013,0.570470247545033,0.005618079371250667,5,0.7996666666666666,0.8036666666666666,0.7976666666666666,0.8003333333333332,0.0024944382578492965,1,0.5624125219430826,0.5835728319804753,0.5699621514739246,0.5719825017991608,0.008755990018159274,5
0.07014155387878418,0.006886579493558893,0.02512844403584798,0.0030408145375421473,balanced,1.0,"{'model__class_weight': 'balanced', 'model__C': 1.0}",0.6541298063611738,0.6757741582769434,0.6642185179072455,0.6647074941817875,0.008843031750526096,2,0.6673333333333333,0.694,0.6986666666666667,0.6866666666666666,0.013802844580684018,7,0.6081379563805454,0.6324086867940485,0.6295276313373726,0.6233580915039888,0.010826341487871705,3
0.07289616266886394,0.015246042358137753,0.019679148991902668,0.002227190925144376,,10.0,"{'model__class_weight': None, 'model__C': 10.0}",0.5645837084710452,0.5780347417065522,0.5687922924575013,0.570470247545033,0.005618079371250667,5,0.7996666666666666,0.8036666666666666,0.7976666666666666,0.8003333333333332,0.0024944382578492965,1,0.5624125219430826,0.5835728319804753,0.5699621514739246,0.5719825017991608,0.008755990018159274,5
0.0646519660949707,0.011526752582888614,0.016295989354451496,0.00103266800258819,balanced,10.0,"{'model__class_weight': 'balanced', 'model__C': 10.0}",0.6539158568532577,0.6757741582769434,0.6642185179072455,0.6646361776791488,0.00892849987571541,3,0.667,0.694,0.6986666666666667,0.6865555555555556,0.013958492260012853,8,0.6078649443428598,0.6324086867940485,0.6295276313373726,0.6232670874914269,0.010954287754507415,4
