mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__C,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.021931231021881104,0.0002639348253837523,0.01621478796005249,0.0004982547702554255,,0.001,"{'model__class_weight': None, 'model__C': 0.001}",0.888993710691824,0.7830188679245282,0.8773584905660378,0.8773584905660378,0.8566823899371069,0.04279409479895334,8,0.9090909090909091,0.8380281690140845,0.9084507042253521,0.9084507042253521,0.8910051216389244,0.030587374522556842,8,0.8686868686868687,0.7228915662650602,0.8602150537634409,0.8602150537634409,0.8280021356197027,0.06078409225585673,8
0.02056974172592163,0.0008704258317062507,0.01597064733505249,0.00043463492402772796,balanced,0.001,"{'model__class_weight': 'balanced', 'model__C': 0.001}",0.9683438155136268,0.9000423998304007,0.9020563917744329,0.9510281958872164,0.9303677007514193,0.02995911982864891,7,0.965034965034965,0.9225352112676056,0.9154929577464789,0.9577464788732394,0.9402024032305722,0.02148916636303225,7,0.9541284403669725,0.8865979381443299,0.8823529411764706,0.9423076923076923,0.9163467529988663,0.03217917609900774,7
0.019376814365386963,0.0003626914913663976,0.01597452163696289,0.0010282321792361119,,0.01,"{'model__class_weight': None, 'model__C': 0.01}",0.9811320754716981,0.9056603773584906,0.9150943396226415,0.9433962264150944,0.9363207547169812,0.02936297074997342,6,0.986013986013986,0.9295774647887324,0.9366197183098591,0.9577464788732394,0.9524894119964542,0.02195642455956656,6,0.9807692307692307,0.8958333333333334,0.9072164948453608,0.94,0.9309547647369812,0.033016350905006334,6
0.020309746265411377,0.0015281290117410342,0.014976680278778076,0.00011577147803411109,balanced,0.01,"{'model__class_weight': 'balanced', 'model__C': 0.01}",0.9683438155136268,0.9000423998304007,0.9642781428874285,0.9755140979436082,0.9520446140437662,0.030291789952648564,5,0.965034965034965,0.9225352112676056,0.9647887323943662,0.9788732394366197,0.9578080370333892,0.0211475387802879,5,0.9541284403669725,0.8865979381443299,0.9532710280373832,0.9714285714285714,0.9413564944943142,0.032434194978437976,5
0.01939338445663452,0.0008996862957064618,0.015209376811981201,0.0003209017259981682,,0.1,"{'model__class_weight': None, 'model__C': 0.1}",0.970020964360587,0.9150943396226415,0.9660801356794573,0.9905660377358491,0.9604403693496337,0.02778224735661421,4,0.972027972027972,0.9366197183098591,0.971830985915493,0.9929577464788732,0.9683591056830494,0.020236083937071034,4,0.9622641509433962,0.9072164948453608,0.9615384615384616,0.9904761904761905,0.9553738244508523,0.03015287650003124,4
0.021083176136016846,0.0015982326486513577,0.015512704849243164,0.0006995770318133478,balanced,0.1,"{'model__class_weight': 'balanced', 'model__C': 0.1}",0.9683438155136268,0.9528301886792453,0.9849480602077592,0.9905660377358491,0.9741720255341201,0.014784523933331267,1,0.965034965034965,0.9647887323943662,0.9859154929577465,0.9929577464788732,0.9771742342164877,0.012512907089938663,1,0.9541284403669725,0.9504950495049505,0.9811320754716981,0.9904761904761905,0.969057938954953,0.017117221325857166,1
0.020065009593963623,0.0005374468653333101,0.015131711959838867,0.00011570856732685468,,1.0,"{'model__class_weight': None, 'model__C': 1.0}",0.9738993710691823,0.9339622641509434,0.9660801356794573,0.9905660377358491,0.966126952158858,0.02056847555110908,3,0.972027972027972,0.9507042253521126,0.971830985915493,0.9929577464788732,0.9718802324436127,0.014939119171249566,3,0.9629629629629629,0.9292929292929293,0.9615384615384616,0.9904761904761905,0.9610676360676361,0.021669731214782245,3
0.01999574899673462,0.0003518104817800054,0.01443779468536377,0.00034926696404272227,balanced,1.0,"{'model__class_weight': 'balanced', 'model__C': 1.0}",0.9627882599580713,0.9622641509433962,0.9755140979436082,0.9905660377358491,0.9727831366452312,0.011556776594263561,2,0.958041958041958,0.971830985915493,0.9788732394366197,0.9929577464788732,0.9754259824682359,0.012593397430781033,2,0.9454545454545454,0.9607843137254902,0.9714285714285714,0.9904761904761905,0.9670359052711994,0.016382765142457754,2
