mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__n_estimators,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.5863324403762817,0.08911557408205839,0.02379775047302246,0.006295182572694605,0.6,5.0,200,7,0.05,1.0,"{'model__subsample': 0.6, 'model__reg_lambda': 5.0, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",0.6633814467970229,0.6542542536964335,0.6640216800053744,0.6631317620375763,0.6611972856341017,0.004021680463225873,1,0.8212,0.8170666666666667,0.8225333333333333,0.8194666666666667,0.8200666666666666,0.0020450482200237165,17,0.48482520169035725,0.466977466977467,0.4862987263604786,0.4839939024390244,0.48052382436683183,0.007864422742056072,1
0.7142429947853088,0.012818098945599508,0.021153807640075684,0.00010181415512029168,0.8,0.0,300,7,0.05,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 0.0, 'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.6498226201079667,0.6551548525373885,0.6601963794626313,0.658049214367601,0.6558057666188969,0.0038901243636127467,27,0.8145333333333333,0.8181333333333334,0.8196,0.8176,0.8174666666666667,0.001845113667079743,37,0.45812232177639267,0.4688473520249221,0.47861271676300576,0.47425057647963104,0.4699582417609879,0.007659098393167083,27
0.6845176219940186,0.009759636644265539,0.02072387933731079,9.877903214972525e-05,1.0,5.0,300,7,0.05,1.0,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}",0.6567509464956365,0.6536960619775466,0.6596275068705878,0.6608472935441397,0.6577304522219776,0.002763568900880078,10,0.8182666666666667,0.8165333333333333,0.8210666666666666,0.8189333333333333,0.8187,0.0016230971765252896,32,0.47191011235955055,0.4658385093167702,0.4778210116731518,0.4796934865900383,0.47381577998487767,0.005428115055513562,10
0.26465296745300293,0.0008440440141752459,0.019669532775878906,0.0007734218044601227,0.8,5.0,300,3,0.1,1.0,"{'model__subsample': 0.8, 'model__reg_lambda': 5.0, 'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.6587679287743652,0.6526581597381855,0.6624630465008067,0.6613573439361897,0.6588116197373868,0.003797387521935627,3,0.8204,0.8169333333333333,0.8234666666666667,0.8204,0.8203,0.002312045751181333,16,0.47607934655775963,0.46388129636860603,0.4836193447737909,0.48092485549132946,0.4761262107978715,0.007568258936376405,2
0.5716158151626587,0.006974827487555665,0.02174478769302368,0.0030003117205772037,0.8,1.0,200,7,0.01,1.0,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 1.0}",0.6421221749477488,0.6403477568463622,0.651841459929853,0.6494035893306436,0.645928745263652,0.004813318639401831,47,0.818,0.8189333333333333,0.8244,0.8202666666666667,0.8204,0.0024458581770459126,15,0.4426296447529604,0.4388429752066116,0.46310640032613126,0.4577634754625905,0.45058562393707347,0.010117791234901675,47
0.4433665871620178,0.015930574519143117,0.020015299320220947,0.00018421352345401152,0.6,5.0,300,5,0.1,1.0,"{'model__subsample': 0.6, 'model__reg_lambda': 5.0, 'model__n_estimators': 300, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.6567134860419563,0.6481444846602538,0.6605013261310193,0.6588374318475155,0.6560491821701863,0.0047571384378818195,25,0.8172,0.8136,0.8190666666666667,0.8154666666666667,0.8163333333333334,0.0020275875100994314,42,0.47167630057803467,0.4547581903276131,0.47907869481765836,0.47536012130401817,0.47021832675683106,0.009301689086023014,25
0.4465997815132141,0.0026174666700018246,0.02061939239501953,0.0007465758884829424,0.8,1.0,300,5,0.01,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__n_estimators': 300, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8}",0.6469550378582776,0.6475542503218967,0.6599039712105578,0.6536301191954486,0.6520108446465451,0.005252283129150338,38,0.8181333333333334,0.8190666666666667,0.8258666666666666,0.8208,0.8209666666666666,0.002986450885062184,9,0.45264847512038525,0.4539235412474849,0.47926634768740034,0.46624305003971406,0.46302035352374615,0.010777823926971056,38
0.2833784222602844,0.001463872207529058,0.019448518753051758,2.539857356116441e-05,0.6,0.0,300,3,0.05,0.8,"{'model__subsample': 0.6, 'model__reg_lambda': 0.0, 'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.6574322004487205,0.6525279769218838,0.6612093596646267,0.657353719250308,0.6571308140713847,0.003080631609273236,15,0.82,0.8170666666666667,0.8238666666666666,0.8185333333333333,0.8198666666666666,0.0025315783394729762,20,0.4734789391575663,0.46364347146207974,0.4813506085590891,0.473093302361595,0.47289158038508255,0.006274319851262424,15
0.6501309871673584,0.007980438392174962,0.021047592163085938,0.0005502449520379841,1.0,1.0,300,7,0.05,0.6,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.6529114047886844,0.6500348444137332,0.6574357607397727,0.6582132973465306,0.6546488268221802,0.0033458900074541326,33,0.818,0.8152,0.8193333333333334,0.8192,0.8179333333333333,0.0016613247725836124,36,0.4644958807375441,0.45859375,0.47337738048970074,0.4748257164988381,0.4678231819315207,0.006635848834252023,32
0.2850528955459595,0.0014409161166385567,0.02129143476486206,0.0036177889863955623,0.8,1.0,300,3,0.05,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}",0.6558806875262572,0.6535106172523035,0.6621545395413664,0.6601036571000098,0.6579123753549843,0.0034022383256548457,8,0.8196,0.8189333333333333,0.8246666666666667,0.8208,0.821,0.0022201101073795696,7,0.47045009784735814,0.46577498033044845,0.48330058939096265,0.4786656322730799,0.47454782496046233,0.006843270282465667,7
