mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__reg_lambda,param_model__n_estimators,param_model__max_depth,param_model__learning_rate,param_model__colsample_bytree,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.5699734687805176,0.003692166304562065,0.04411768913269043,0.0003337492667137192,1.0,5.0,300,5,0.1,0.8,"{'model__subsample': 1.0, 'model__reg_lambda': 5.0, 'model__n_estimators': 300, 'model__max_depth': 5, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.7256362732156301,0.7239731283690146,0.7257509728451612,0.7242168906648395,0.7248943162736613,0.0008049616755449505,14,0.9083429178094311,0.9077236132000354,0.9087852782447138,0.9093080870642364,0.9085399740796042,0.0005821185338669444,20,0.5542168674698795,0.5510116229014206,0.5554118154376887,0.5545415036940461,0.5537954523757587,0.001665571924387878,14
0.830747663974762,0.005220406501596262,0.049670636653900146,0.0040441620617607706,1.0,0.0,300,7,0.05,0.6,"{'model__subsample': 1.0, 'model__reg_lambda': 0.0, 'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.7207370251586941,0.7227608401499915,0.7291752060432278,0.7209406710546661,0.7234034356016449,0.003424223153101625,16,0.9089622224188268,0.9079005573741484,0.9102008316376183,0.9081578481684658,0.9088053648997648,0.000895807774227549,13,0.549671772428884,0.5499351491569391,0.5623113410952997,0.5483028720626631,0.5525552836859464,0.005666643691554409,16
0.8472620248794556,0.0193607718334133,0.04715698957443237,0.00036621436688529825,0.8,1.0,300,7,0.1,1.0,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.7362538369043391,0.7302624987476205,0.7397659264106444,0.7294215511203951,0.7339259532957497,0.004278868608095494,2,0.9102893037246749,0.906661948155357,0.9103777758117314,0.9080693682534065,0.9088495989862924,0.0015654592216153462,11,0.5703389830508474,0.5561632309633993,0.5745485090298194,0.5580603998298597,0.5647777807184814,0.007837853287110898,1
0.5927044749259949,0.002750822119508451,0.04588520526885986,0.0036822806603593015,0.6,5.0,300,5,0.01,0.6,"{'model__subsample': 0.6, 'model__reg_lambda': 5.0, 'model__n_estimators': 300, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.6}",0.6130486047544799,0.6232428603757123,0.6062056463645356,0.6155275755747501,0.6145061717673694,0.006090899300124617,42,0.9007343183225692,0.901353622931965,0.8991418207555516,0.8993098566625376,0.9001349046681558,0.0009369486118095181,42,0.3588571428571429,0.38158624514697725,0.3418013856812933,0.3628219484882419,0.3612666805434138,0.014142198732777134,42
0.8348705768585205,0.016564381557376863,0.04664844274520874,0.0011160231630801102,0.8,0.0,300,7,0.1,0.6,"{'model__subsample': 0.8, 'model__reg_lambda': 0.0, 'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.6}",0.728266232316439,0.7283664226781262,0.733969564222928,0.7187264089449701,0.7273321570406158,0.0054785097521898906,13,0.9071927806776962,0.9073697248518092,0.9094045828541095,0.9065652096973987,0.9076330745202534,0.0010655736450939945,27,0.5549427238014425,0.5554140127388535,0.5661016949152542,0.5424610051993067,0.5547298591637142,0.008371929338992463,13
0.606301486492157,0.001577774270693159,0.04436880350112915,0.0008978258128623205,0.8,1.0,200,7,0.1,0.8,"{'model__subsample': 0.8, 'model__reg_lambda': 1.0, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8}",0.7258366539390045,0.7302524948688438,0.7413778426088762,0.7235705147056595,0.7302593765305959,0.006854226486745281,6,0.9086968061576572,0.9089622224188268,0.9109086083340706,0.9070076092726951,0.9088938115458125,0.001383894530265702,10,0.5551724137931034,0.5608194622279129,0.5774234158623583,0.5491205491205491,0.5606339602509809,0.010539299742864374,7
0.6116122603416443,0.012285279086995615,0.04404324293136597,0.0004471396442574302,0.6,1.0,200,7,0.1,1.0,"{'model__subsample': 0.6, 'model__reg_lambda': 1.0, 'model__n_estimators': 200, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 1.0}",0.7331003793743665,0.7314973335873712,0.7441551280944353,0.7273025627654705,0.7340138509554108,0.006226037688047552,1,0.9099354153764487,0.9071043085906396,0.9100238874635053,0.9078039285082287,0.9087168849847056,0.0012871445091587584,14,0.566069906223359,0.5584524810765349,0.5785329465395773,0.5550811272416738,0.5645341152702863,0.00900931723125173,2
0.4389718770980835,0.00058384130579868,0.04346108436584473,0.0001743013481588393,1.0,1.0,200,5,0.05,0.6,"{'model__subsample': 1.0, 'model__reg_lambda': 1.0, 'model__n_estimators': 200, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.7095033134816969,0.7066378842948349,0.7065822499117661,0.698711416782127,0.7053587161176061,0.004015519329332628,26,0.9094045828541095,0.906661948155357,0.9096699991152791,0.9065652096973987,0.908075434955536,0.0014652639916083307,23,0.5366515837104072,0.5275414240931482,0.5335769757880311,0.5169258920402562,0.5286739689079607,0.007532957291948562,26
0.4459654688835144,0.03567320417353525,0.0438075065612793,0.0003238846853939626,0.8,5.0,300,3,0.05,0.6,"{'model__subsample': 0.8, 'model__reg_lambda': 5.0, 'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.6898762338306625,0.690843048084856,0.6880778942616904,0.6870771042842114,0.6889685701153551,0.0014755056374778075,33,0.9071927806776962,0.9054233389365655,0.9082544457223746,0.9062997699522208,0.9067925838222143,0.0010505825533497124,33,0.5058878944889308,0.5039443155452437,0.5054840247973296,0.5002359603586597,0.5038880487975409,0.002229766697077239,33
0.44255757331848145,0.0020550932159724353,0.0429224967956543,0.0005324866934535247,0.8,0.0,200,5,0.05,0.6,"{'model__subsample': 0.8, 'model__reg_lambda': 0.0, 'model__n_estimators': 200, 'model__max_depth': 5, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.6}",0.7131126295786503,0.7101470100301011,0.7095555813062254,0.7126326783673247,0.7113619748205754,0.0015344931212349492,24,0.9094045828541095,0.9064850039812439,0.9102893037246749,0.9091311272341178,0.9088275044485365,0.0014185707459523906,12,0.5412186379928315,0.5316792202038104,0.5386715195632393,0.5400806090461263,0.5379124967015019,0.0037101594635022307,24
