mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__class_weight,param_model__C,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0.05464712778727213,0.002198078470391981,0.023362398147583008,0.00029445270450328905,,0.001,"{'model__class_weight': None, 'model__C': 0.001}",0.5059900042912501,0.5100747580928782,0.509027757612129,0.5083641733320858,0.0017323512879935197,10,0.8826666666666667,0.8833333333333333,0.8836666666666667,0.8832222222222222,0.00041573970964154283,5,0.48259541117005955,0.49079651064671753,0.4883275641899668,0.4872398286689146,0.0034352956766804357,10
0.054288784662882485,0.004657922781976139,0.02270197868347168,0.0002652754296517408,balanced,0.001,"{'model__class_weight': 'balanced', 'model__C': 0.001}",0.803075180764875,0.8000551732148562,0.7844534141249884,0.7958612560349065,0.008160239137909574,5,0.829,0.8236666666666667,0.8266666666666667,0.8264444444444444,0.0021829869671542656,10,0.7045606505885462,0.6989322624149654,0.6957270718645845,0.699739994956032,0.0036512419952239817,5
0.05517045656840006,0.001586406151714665,0.022985219955444336,0.0010828228725812072,,0.01,"{'model__class_weight': None, 'model__C': 0.01}",0.5775248198804258,0.5813353208596697,0.5744015642090388,0.5777539016497114,0.0028353252800230066,9,0.8933333333333333,0.8913333333333333,0.89,0.8915555555555555,0.0013698697784375374,4,0.6042712324972463,0.6084084084084085,0.5986807541883136,0.6037867983646561,0.003986044110647918,9
0.06159496307373047,0.002321584098136374,0.022373278935750324,0.0008743534606216991,balanced,0.01,"{'model__class_weight': 'balanced', 'model__C': 0.01}",0.8277547082756596,0.8359419616497759,0.8254719568422852,0.8297228755892402,0.00449522058026853,1,0.8376666666666667,0.8346666666666667,0.838,0.8367777777777778,0.001498970840359107,9,0.720784578135311,0.7207701938695547,0.7203191047755992,0.7206246255934884,0.00021611563941255243,4
0.07952769597371419,0.012752956071742337,0.024238427480061848,0.0013669118075584062,,0.1,"{'model__class_weight': None, 'model__C': 0.1}",0.6353986184110759,0.6428986264773354,0.6198146050920683,0.6327039499934932,0.009614708844245035,8,0.8973333333333333,0.8996666666666666,0.896,0.8976666666666667,0.001515353521887289,2,0.6723176504466268,0.6814490083821596,0.6558777983826256,0.6698814857371373,0.01058057556969022,8
0.07967464129130046,0.017815116543762107,0.022220373153686523,0.0012189706756224959,balanced,0.1,"{'model__class_weight': 'balanced', 'model__C': 0.1}",0.8191899539577909,0.8360274640002839,0.8272562134396788,0.8274912104659178,0.006875892853999357,2,0.84,0.837,0.8433333333333334,0.8401111111111111,0.002586765939293992,8,0.7199916619739344,0.7229134694841224,0.725825169016144,0.7229101001580669,0.0023815204691045476,3
0.06853644053141277,0.00267482211092671,0.02506883939107259,0.00279406794170498,,1.0,"{'model__class_weight': None, 'model__C': 1.0}",0.6596328883984603,0.6526991317478293,0.6327383660339493,0.648356795393413,0.011400899001539627,7,0.8986666666666666,0.8973333333333333,0.897,0.8976666666666665,0.0007200822998230677,3,0.6947480600435921,0.6876516951318286,0.6695044599071831,0.6839680716942013,0.010629727126770636,7
0.0831153392791748,0.002827072273310669,0.02272319793701172,0.0011604622292832253,balanced,1.0,"{'model__class_weight': 'balanced', 'model__C': 1.0}",0.8108139501117984,0.8370567187101728,0.8267577186036983,0.8248761291418898,0.010795863717308557,4,0.8426666666666667,0.841,0.849,0.8442222222222222,0.0034462360931712915,7,0.7194848664462694,0.7269229367367653,0.7309886257081838,0.7257988096304061,0.004763182801619017,2
0.06994255383809407,0.000678453049386493,0.023035526275634766,0.0013400166161045772,,10.0,"{'model__class_weight': None, 'model__C': 10.0}",0.6649533931527136,0.6539348827004546,0.6370118703074535,0.6519667153868739,0.011491661807842338,6,0.8993333333333333,0.8973333333333333,0.898,0.8982222222222221,0.0008314794192830955,1,0.6997100511619829,0.6886859582542695,0.6744454579112591,0.6876138224425038,0.010342050874311887,6
0.07495665550231934,0.004601826312871864,0.01959705352783203,0.0013879985706394156,balanced,10.0,"{'model__class_weight': 'balanced', 'model__C': 10.0}",0.8108139501117984,0.838103719190922,0.828559720971952,0.8258257967582242,0.011307479244664525,3,0.8426666666666667,0.8406666666666667,0.85,0.8444444444444444,0.00401232668561505,6,0.7194848664462694,0.7269561667540001,0.7325597243661468,0.726333585855472,0.005355911540074455,1
